customer_id,customer_segment,acquisition_channel,signup_date
CUST-0557,Consumer,Organic Search,2024-03-01
CUST-0558,Small Business,Paid Ads,2022-05-07
CUST-0559,Small Business,Social Media,2023-01-28
CUST-0560,Consumer,Paid Ads,2024-06-26
CUST-0561,Consumer,Social Media,2023-10-03
CUST-0562,Consumer,Paid Ads,2022-02-27
CUST-0563,Consumer,Social Media,2023-09-26
CUST-0564,Consumer,Organic Search,2023-05-28
CUST-0565,Small Business,Social Media,2024-01-21
CUST-0566,Small Business,Paid Ads,2024-03-12
CUST-0567,Consumer,Organic Search,2022-04-06
CUST-0568,Consumer,Organic Search,2023-09-30
CUST-0569,Small Business,Social Media,2022-04-28
CUST-0570,Consumer,Paid Ads,2023-07-14
CUST-0571,Corporate,Organic Search,2023-08-24
CUST-0572,Consumer,Referral,2023-05-03
CUST-0573,Consumer,Social Media,2022-08-25
CUST-0574,Small Business,Referral,2024-06-03
CUST-0575,Consumer,Paid Ads,2024-06-15
CUST-0576,Small Business,Paid Ads,2022-09-29
CUST-0577,Consumer,Email Campaign,2022-07-08
CUST-0578,Consumer,Paid Ads,2023-12-05
CUST-0579,Small Business,Social Media,2023-03-23
CUST-0580,Consumer,Organic Search,2023-08-04
CUST-0581,Small Business,Paid Ads,2024-02-29
CUST-0582,Consumer,Organic Search,2024-05-10
CUST-0583,Consumer,Organic Search,2022-09-04
CUST-0584,Small Business,Organic Search,2022-03-17
CUST-0585,Consumer,Organic Search,2022-06-03
CUST-0586,Consumer,Referral,2023-10-18
CUST-0587,Consumer,Organic Search,2023-03-11
CUST-0588,Consumer,Social Media,2022-03-27
CUST-0589,Consumer,Email Campaign,2023-11-28
CUST-0590,Small Business,Paid Ads,2022-10-12
CUST-0591,Corporate,Organic Search,2022-08-08
CUST-0592,Small Business,Social Media,2022-03-10
CUST-0593,Small Business,Paid Ads,2022-02-16
CUST-0594,Small Business,Social Media,2022-04-04
CUST-0595,Small Business,Social Media,2024-01-20
CUST-0596,Consumer,Referral,2023-03-29
CUST-0597,Corporate,Paid Ads,2022-07-23
CUST-0598,Small Business,Organic Search,2022-08-06
CUST-0599,Consumer,Social Media,2023-04-19
CUST-0600,Consumer,Organic Search,2023-03-08
CUST-0601,Consumer,Email Campaign,2022-12-07
CUST-0602,Consumer,Organic Search,2023-07-05
CUST-0603,Small Business,Organic Search,2023-09-04
CUST-0604,Consumer,Email Campaign,2022-10-16
CUST-0605,Consumer,Paid Ads,2022-09-11
CUST-0606,Corporate,Paid Ads,2024-01-04
CUST-0607,Consumer,Paid Ads,2022-12-23
CUST-0608,Consumer,Email Campaign,2022-01-23
CUST-0609,Consumer,Organic Search,2024-02-01
CUST-0610,Small Business,Email Campaign,2023-06-06
CUST-0611,Corporate,Organic Search,2024-01-28
CUST-0612,Consumer,Social Media,2024-04-16
CUST-0613,Small Business,Email Campaign,2022-04-10
CUST-0614,Consumer,Organic Search,2024-03-12
CUST-0615,Corporate,Paid Ads,2022-06-29
CUST-0616,Small Business,Organic Search,2022-08-11
CUST-0617,Small Business,Social Media,2024-06-24
CUST-0618,Consumer,Paid Ads,2024-02-01
CUST-0619,Corporate,Social Media,2023-10-21
CUST-0620,Small Business,Organic Search,2023-03-18
CUST-0621,Consumer,Organic Search,2023-08-31
CUST-0622,Small Business,Organic Search,2024-02-08
CUST-0623,Consumer,Organic Search,2022-11-21
CUST-0624,Small Business,Paid Ads,2023-05-31
CUST-0625,Consumer,Email Campaign,2022-01-16
CUST-0626,Small Business,Social Media,2024-03-02
CUST-0627,Consumer,Paid Ads,2022-12-02
CUST-0628,Consumer,Referral,2024-01-29
CUST-0629,Consumer,Social Media,2022-09-15
CUST-0630,Consumer,Referral,2023-05-12
CUST-0631,Consumer,Paid Ads,2024-06-14
CUST-0632,Consumer,Organic Search,2022-06-09
CUST-0633,Consumer,Organic Search,2023-04-20
CUST-0634,Consumer,Social Media,2024-05-01
CUST-0635,Consumer,Organic Search,2023-10-26
CUST-0636,Small Business,Organic Search,2024-06-26
CUST-0637,Consumer,Paid Ads,2023-11-21
CUST-0638,Corporate,Paid Ads,2023-11-06
CUST-0639,Small Business,Paid Ads,2023-01-15
CUST-0640,Small Business,Organic Search,2023-06-29
CUST-0641,Consumer,Paid Ads,2023-11-22
CUST-0642,Corporate,Paid Ads,2023-03-03
CUST-0643,Consumer,Referral,2023-09-05
CUST-0644,Consumer,Social Media,2022-09-25
CUST-0645,Consumer,Referral,2024-04-14
CUST-0646,Small Business,Social Media,2023-07-31
CUST-0647,Consumer,Paid Ads,2023-02-21
CUST-0648,Consumer,Organic Search,2022-06-17
CUST-0649,Corporate,Social Media,2024-04-21
CUST-0650,Small Business,Paid Ads,2022-02-12
CUST-0651,Consumer,Paid Ads,2023-07-10
CUST-0652,Consumer,Paid Ads,2022-10-12
CUST-0653,Small Business,Paid Ads,2023-02-01
CUST-0654,Consumer,Organic Search,2022-01-12
CUST-0655,Consumer,Paid Ads,2023-08-30
CUST-0656,Consumer,Organic Search,2022-10-29
CUST-0657,Corporate,Email Campaign,2024-06-16
CUST-0658,Small Business,Organic Search,2022-09-10
CUST-0659,Small Business,Organic Search,2023-05-14
CUST-0660,Small Business,Paid Ads,2024-01-24
CUST-0661,Consumer,Social Media,2022-02-04
CUST-0662,Consumer,Paid Ads,2023-12-28
CUST-0663,Consumer,Organic Search,2024-04-28
CUST-0664,Consumer,Paid Ads,2022-03-31
CUST-0665,Consumer,Organic Search,2024-02-15
CUST-0666,Small Business,Referral,2023-08-28
CUST-0667,Consumer,Referral,2023-08-25
CUST-0668,Corporate,Paid Ads,2023-02-22
CUST-0669,Consumer,Organic Search,2022-04-25
CUST-0670,Consumer,Social Media,2023-09-09
CUST-0671,Consumer,Organic Search,2024-06-21
CUST-0672,Consumer,Paid Ads,2022-07-15
CUST-0673,Small Business,Organic Search,2024-04-05
CUST-0674,Consumer,Referral,2023-05-16
CUST-0675,Consumer,Organic Search,2023-09-18
CUST-0676,Consumer,Paid Ads,2023-05-08
CUST-0677,Consumer,Social Media,2022-03-16
CUST-0678,Consumer,Paid Ads,2023-02-17
CUST-0679,Small Business,Organic Search,2023-01-11
CUST-0680,Corporate,Referral,2023-02-24
CUST-0681,Consumer,Paid Ads,2023-12-30
CUST-0682,Small Business,Paid Ads,2022-10-04
CUST-0683,Consumer,Organic Search,2024-01-31
CUST-0684,Consumer,Paid Ads,2023-11-07
CUST-0685,Consumer,Paid Ads,2023-01-29
CUST-0686,Consumer,Organic Search,2024-05-18
CUST-0687,Consumer,Organic Search,2023-04-02
CUST-0688,Consumer,Email Campaign,2022-07-11
CUST-0689,Consumer,Organic Search,2024-01-09
CUST-0690,Consumer,Organic Search,2023-11-20
CUST-0691,Consumer,Paid Ads,2022-04-09
CUST-0692,Corporate,Social Media,2023-07-02
CUST-0693,Consumer,Organic Search,2022-04-06
CUST-0694,Consumer,Paid Ads,2023-10-26
CUST-0695,Consumer,Organic Search,2023-10-25
CUST-0696,Consumer,Organic Search,2022-07-09
CUST-0697,Consumer,Organic Search,2024-01-06
CUST-0698,Consumer,Email Campaign,2022-02-06
CUST-0699,Consumer,Organic Search,2024-02-19
CUST-0700,Consumer,Organic Search,2023-01-04
CUST-0701,Consumer,Paid Ads,2023-11-26
CUST-0702,Consumer,Email Campaign,2023-06-09
CUST-0703,Consumer,Organic Search,2022-10-06
CUST-0704,Consumer,Paid Ads,2022-08-05
CUST-0705,Consumer,Organic Search,2024-05-16
CUST-0706,Small Business,Paid Ads,2024-05-22
CUST-0707,Consumer,Paid Ads,2024-03-08
CUST-0708,Consumer,Paid Ads,2022-09-30
CUST-0709,Consumer,Organic Search,2024-05-30
CUST-0710,Corporate,Organic Search,2022-03-03
CUST-0711,Consumer,Organic Search,2023-08-19
CUST-0712,Consumer,Paid Ads,2024-05-29
CUST-0713,Consumer,Organic Search,2023-12-30
CUST-0714,Consumer,Social Media,2022-12-08
CUST-0715,Consumer,Referral,2023-02-01
CUST-0716,Consumer,Referral,2023-11-30
CUST-0717,Small Business,Email Campaign,2022-01-19
CUST-0718,Consumer,Paid Ads,2022-06-26
CUST-0719,Small Business,Social Media,2023-09-04
CUST-0720,Corporate,Organic Search,2023-01-31
CUST-0721,Consumer,Social Media,2023-03-21
CUST-0722,Consumer,Paid Ads,2022-08-21
CUST-0723,Consumer,Paid Ads,2022-03-17
CUST-0724,Consumer,Social Media,2022-09-22
CUST-0725,Consumer,Organic Search,2023-03-31
CUST-0726,Corporate,Organic Search,2024-03-06
CUST-0727,Small Business,Referral,2023-12-19
CUST-0728,Consumer,Organic Search,2024-01-05
CUST-0729,Consumer,Paid Ads,2023-01-19
CUST-0730,Small Business,Email Campaign,2023-07-18
CUST-0731,Corporate,Paid Ads,2024-04-30
CUST-0732,Small Business,Paid Ads,2023-05-21
CUST-0733,Consumer,Organic Search,2023-01-02
CUST-0734,Consumer,Organic Search,2022-05-24
CUST-0735,Consumer,Email Campaign,2024-06-03
CUST-0736,Consumer,Paid Ads,2022-03-10
CUST-0737,Consumer,Paid Ads,2022-04-09
CUST-0738,Consumer,Organic Search,2023-01-31
CUST-0739,Small Business,Organic Search,2022-01-25
CUST-0740,Consumer,Referral,2024-06-09
CUST-0741,Consumer,Paid Ads,2023-04-14
CUST-0742,Consumer,Paid Ads,2023-04-29
CUST-0743,Consumer,Organic Search,2023-07-19
CUST-0744,Consumer,Social Media,2022-05-31
CUST-0745,Consumer,Referral,2022-05-24
CUST-0746,Small Business,Paid Ads,2023-07-23
CUST-0747,Consumer,Organic Search,2022-02-08
CUST-0748,Consumer,Paid Ads,2022-04-19
CUST-0749,Consumer,Social Media,2023-11-24
CUST-0750,Corporate,Paid Ads,2022-02-11
CUST-0751,Small Business,Email Campaign,2022-07-05
CUST-0752,Small Business,Social Media,2023-02-02
CUST-0753,Consumer,Email Campaign,2022-08-11
CUST-0754,Consumer,Paid Ads,2023-09-26
CUST-0755,Consumer,Organic Search,2022-05-13
CUST-0756,Consumer,Organic Search,2022-06-12
CUST-0757,Corporate,Organic Search,2022-08-03
CUST-0758,Consumer,Email Campaign,2024-01-03
CUST-0759,Small Business,Social Media,2022-08-23
CUST-0760,Small Business,Social Media,2024-04-22
CUST-0761,Consumer,Organic Search,2023-10-20
CUST-0762,Corporate,Organic Search,2024-01-21
CUST-0763,Consumer,Social Media,2023-08-11
CUST-0764,Consumer,Paid Ads,2022-01-09
CUST-0765,Consumer,Organic Search,2022-03-15
CUST-0766,Consumer,Paid Ads,2023-05-07
CUST-0767,Consumer,Organic Search,2022-09-10
CUST-0768,Consumer,Organic Search,2022-08-18
CUST-0769,Consumer,Paid Ads,2023-06-03
CUST-0770,Consumer,Organic Search,2022-06-23
CUST-0771,Consumer,Referral,2023-10-15
CUST-0772,Consumer,Organic Search,2022-06-17
CUST-0773,Consumer,Organic Search,2022-06-19
CUST-0774,Consumer,Organic Search,2023-01-28
CUST-0775,Small Business,Social Media,2024-03-05
CUST-0776,Small Business,Paid Ads,2023-09-26
CUST-0777,Small Business,Paid Ads,2022-07-13
CUST-0778,Small Business,Organic Search,2023-06-01
CUST-0779,Consumer,Organic Search,2022-01-29
CUST-0780,Small Business,Paid Ads,2022-06-14
CUST-0781,Consumer,Email Campaign,2023-02-26
CUST-0782,Consumer,Email Campaign,2022-12-05
CUST-0783,Small Business,Organic Search,2023-10-10
CUST-0784,Consumer,Paid Ads,2023-05-11
CUST-0785,Small Business,Email Campaign,2022-12-31
CUST-0786,Small Business,Paid Ads,2024-04-12
CUST-0787,Small Business,Email Campaign,2022-12-08
CUST-0788,Corporate,Organic Search,2023-05-15
CUST-0789,Consumer,Referral,2023-10-19
CUST-0790,Consumer,Social Media,2023-05-26
CUST-0791,Consumer,Referral,2022-11-23
CUST-0792,Consumer,Social Media,2022-08-05
CUST-0793,Consumer,Paid Ads,2022-10-28
CUST-0794,Small Business,Referral,2022-05-12
CUST-0795,Small Business,Organic Search,2024-03-14
CUST-0796,Consumer,Organic Search,2022-03-11
CUST-0797,Consumer,Social Media,2022-09-09
CUST-0798,Consumer,Social Media,2023-02-19
CUST-0799,Consumer,Referral,2024-02-26
CUST-0800,Corporate,Organic Search,2023-03-21
CUST-0801,Consumer,Social Media,2024-05-25
CUST-0802,Consumer,Social Media,2022-07-01
CUST-0803,Consumer,Organic Search,2022-06-16
CUST-0804,Consumer,Paid Ads,2022-04-01
CUST-0805,Consumer,Organic Search,2023-12-15
CUST-0806,Consumer,Organic Search,2024-05-07
CUST-0807,Consumer,Referral,2023-06-15
CUST-0808,Consumer,Social Media,2022-02-08
CUST-0809,Consumer,Social Media,2022-05-06
CUST-0810,Small Business,Referral,2023-03-27
CUST-0811,Consumer,Paid Ads,2022-06-22
CUST-0812,Consumer,Email Campaign,2023-10-15
CUST-0813,Consumer,Paid Ads,2024-01-24
CUST-0814,Corporate,Email Campaign,2022-08-08
CUST-0815,Consumer,Organic Search,2023-09-30
CUST-0816,Small Business,Referral,2022-02-27
CUST-0817,Consumer,Organic Search,2023-10-22
CUST-0818,Consumer,Organic Search,2023-04-21
CUST-0819,Consumer,Social Media,2023-04-01
CUST-0820,Consumer,Paid Ads,2024-04-08
CUST-0821,Corporate,Paid Ads,2024-06-13
CUST-0822,Consumer,Paid Ads,2022-12-27
CUST-0823,Consumer,Social Media,2022-01-01
CUST-0824,Consumer,Organic Search,2023-01-22
CUST-0825,Consumer,Organic Search,2022-12-14
CUST-0826,Consumer,Organic Search,2022-07-09
CUST-0827,Consumer,Paid Ads,2023-05-20
CUST-0828,Small Business,Organic Search,2022-07-10
CUST-0829,Consumer,Paid Ads,2023-05-23
CUST-0830,Consumer,Paid Ads,2023-01-04
CUST-0831,Corporate,Organic Search,2023-02-13
CUST-0832,Consumer,Paid Ads,2024-04-03
CUST-0833,Corporate,Email Campaign,2022-04-27
CUST-0834,Consumer,Organic Search,2022-05-14
CUST-0835,Corporate,Paid Ads,2022-02-27
CUST-0836,Consumer,Social Media,2023-07-10
CUST-0837,Small Business,Paid Ads,2023-11-16
CUST-0838,Corporate,Social Media,2023-11-03
CUST-0839,Consumer,Paid Ads,2022-06-22
CUST-0840,Corporate,Paid Ads,2024-04-08
CUST-0841,Consumer,Organic Search,2024-03-25
CUST-0842,Consumer,Social Media,2022-05-29
CUST-0843,Consumer,Social Media,2022-03-21
CUST-0844,Consumer,Organic Search,2024-06-04
CUST-0845,Consumer,Paid Ads,2022-08-01
CUST-0846,Consumer,Referral,2022-07-22
CUST-0847,Consumer,Paid Ads,2024-02-03
CUST-0848,Small Business,Paid Ads,2022-08-17
CUST-0849,Small Business,Email Campaign,2023-11-07
CUST-0850,Consumer,Social Media,2022-08-15
CUST-0851,Consumer,Paid Ads,2023-10-21
CUST-0852,Consumer,Social Media,2023-06-16
CUST-0853,Consumer,Email Campaign,2023-03-17
CUST-0854,Consumer,Paid Ads,2023-02-06
CUST-0855,Consumer,Paid Ads,2022-02-16
CUST-0856,Consumer,Paid Ads,2022-08-21
CUST-0857,Corporate,Referral,2022-11-01
CUST-0858,Consumer,Social Media,2023-06-10
CUST-0859,Consumer,Organic Search,2022-05-23
CUST-0860,Consumer,Email Campaign,2023-02-19
CUST-0861,Consumer,Paid Ads,2023-05-28
CUST-0862,Consumer,Organic Search,2023-01-08
CUST-0863,Consumer,Paid Ads,2023-07-20
CUST-0864,Consumer,Paid Ads,2024-06-04
CUST-0865,Consumer,Email Campaign,2022-09-16
CUST-0866,Corporate,Organic Search,2023-10-18
CUST-0867,Corporate,Email Campaign,2023-04-16
CUST-0868,Consumer,Paid Ads,2022-01-12
CUST-0869,Consumer,Organic Search,2022-11-26
CUST-0870,Consumer,Referral,2024-01-06
CUST-0871,Consumer,Paid Ads,2024-02-23
CUST-0872,Consumer,Organic Search,2022-12-24
CUST-0873,Consumer,Paid Ads,2023-02-12
CUST-0874,Consumer,Email Campaign,2023-10-30
CUST-0875,Consumer,Organic Search,2023-01-08
CUST-0876,Consumer,Organic Search,2022-01-08
CUST-0877,Corporate,Organic Search,2022-05-02
CUST-0878,Corporate,Organic Search,2022-12-14
CUST-0879,Small Business,Social Media,2023-11-07
CUST-0880,Consumer,Paid Ads,2022-03-31
CUST-0881,Small Business,Organic Search,2023-10-10
CUST-0882,Consumer,Organic Search,2023-11-29
CUST-0883,Small Business,Organic Search,2022-11-12
CUST-0884,Consumer,Referral,2022-06-27
CUST-0885,Small Business,Organic Search,2023-06-24
CUST-0886,Consumer,Referral,2024-01-02
CUST-0887,Small Business,Paid Ads,2024-05-18
CUST-0888,Corporate,Organic Search,2022-02-10
CUST-0889,Consumer,Email Campaign,2024-01-10
CUST-0890,Consumer,Paid Ads,2023-12-05
CUST-0891,Corporate,Social Media,2023-05-17
CUST-0892,Consumer,Referral,2022-05-25
CUST-0893,Small Business,Organic Search,2022-07-20
CUST-0894,Consumer,Organic Search,2023-12-25
CUST-0895,Consumer,Social Media,2023-04-06
CUST-0896,Consumer,Organic Search,2024-01-02
CUST-0897,Consumer,Organic Search,2024-01-22
CUST-0898,Small Business,Organic Search,2024-06-27
CUST-0899,Consumer,Organic Search,2023-07-12
CUST-0900,Consumer,Social Media,2023-07-01
CUST-0901,Consumer,Organic Search,2022-09-10
CUST-0902,Consumer,Paid Ads,2023-01-25
CUST-0903,Small Business,Paid Ads,2023-08-17
CUST-0904,Corporate,Paid Ads,2024-06-01
CUST-0905,Consumer,Organic Search,2022-09-13
CUST-0906,Small Business,Social Media,2023-12-10
CUST-0907,Small Business,Organic Search,2024-03-25
CUST-0908,Consumer,Social Media,2023-03-26
CUST-0909,Corporate,Email Campaign,2022-01-10
CUST-0910,Consumer,Paid Ads,2024-04-03
CUST-0911,Consumer,Paid Ads,2024-03-08
CUST-0912,Small Business,Paid Ads,2022-08-30
CUST-0913,Consumer,Paid Ads,2022-09-08
CUST-0914,Small Business,Email Campaign,2024-05-26
CUST-0915,Corporate,Email Campaign,2022-01-05
CUST-0916,Consumer,Organic Search,2022-04-29
CUST-0917,Corporate,Paid Ads,2024-03-11
CUST-0918,Consumer,Referral,2023-01-09
CUST-0919,Consumer,Referral,2022-03-06
CUST-0920,Consumer,Paid Ads,2022-05-26
CUST-0921,Corporate,Paid Ads,2022-08-12
CUST-0922,Consumer,Organic Search,2022-08-27
CUST-0923,Consumer,Referral,2022-06-26
CUST-0924,Small Business,Organic Search,2024-02-18
CUST-0925,Small Business,Paid Ads,2024-05-02
CUST-0926,Small Business,Organic Search,2022-10-09
CUST-0927,Consumer,Organic Search,2022-03-04
CUST-0928,Consumer,Paid Ads,2022-08-05
CUST-0929,Consumer,Referral,2024-05-03
CUST-0930,Small Business,Organic Search,2024-04-06
CUST-0931,Consumer,Paid Ads,2024-03-05
CUST-0932,Consumer,Organic Search,2023-11-20
CUST-0933,Corporate,Organic Search,2023-04-06
CUST-0934,Consumer,Paid Ads,2023-09-02
CUST-0935,Corporate,Paid Ads,2022-04-15
CUST-0936,Small Business,Organic Search,2022-04-09
CUST-0937,Small Business,Organic Search,2023-05-26
CUST-0938,Consumer,Organic Search,2023-01-20
CUST-0939,Consumer,Organic Search,2023-02-09
CUST-0940,Small Business,Referral,2024-04-02
CUST-0941,Small Business,Referral,2023-06-02
CUST-0942,Small Business,Organic Search,2023-04-21
CUST-0943,Consumer,Paid Ads,2023-12-10
CUST-0944,Small Business,Email Campaign,2024-05-12
CUST-0945,Small Business,Organic Search,2023-10-07
CUST-0946,Small Business,Email Campaign,2024-05-19
CUST-0947,Small Business,Referral,2024-02-10
CUST-0948,Small Business,Organic Search,2023-03-13
CUST-0949,Consumer,Organic Search,2022-01-23
CUST-0950,Consumer,Referral,2023-07-19
CUST-0951,Consumer,Paid Ads,2023-11-08
CUST-0952,Consumer,Organic Search,2023-12-15
CUST-0953,Consumer,Organic Search,2023-04-03
CUST-0954,Consumer,Paid Ads,2022-03-24
CUST-0955,Consumer,Social Media,2022-05-25
CUST-0956,Consumer,Social Media,2022-03-26
CUST-0957,Consumer,Referral,2022-03-19
CUST-0958,Small Business,Organic Search,2023-04-02
CUST-0959,Corporate,Paid Ads,2024-05-27
CUST-0960,Consumer,Paid Ads,2022-01-01
CUST-0961,Corporate,Paid Ads,2022-02-20
CUST-0962,Consumer,Organic Search,2023-11-16
CUST-0963,Consumer,Referral,2023-12-18
CUST-0964,Consumer,Email Campaign,2024-02-11
CUST-0965,Consumer,Paid Ads,2023-03-22
CUST-0966,Small Business,Paid Ads,2023-03-25
CUST-0967,Small Business,Organic Search,2024-05-30
CUST-0968,Consumer,Paid Ads,2023-05-03
CUST-0969,Consumer,Social Media,2024-03-10
CUST-0970,Consumer,Paid Ads,2022-02-03
CUST-0971,Consumer,Referral,2022-12-14
CUST-0972,Consumer,Paid Ads,2022-04-05
CUST-0973,Consumer,Paid Ads,2022-03-13
CUST-0974,Small Business,Social Media,2023-07-05
CUST-0975,Corporate,Organic Search,2022-06-03
CUST-0976,Consumer,Paid Ads,2022-09-07
CUST-0977,Corporate,Organic Search,2023-11-05
CUST-0978,Consumer,Paid Ads,2023-03-14
CUST-0979,Consumer,Social Media,2022-04-28
CUST-0980,Consumer,Paid Ads,2024-02-10
CUST-0981,Consumer,Social Media,2024-06-09
CUST-0982,Corporate,Paid Ads,2022-11-02
CUST-0983,Consumer,Organic Search,2022-09-25
CUST-0984,Consumer,Email Campaign,2022-02-23
CUST-0985,Consumer,Organic Search,2022-08-24
CUST-0986,Consumer,Organic Search,2023-01-24
CUST-0987,Corporate,Paid Ads,2024-01-04
CUST-0988,Consumer,Organic Search,2024-02-02
CUST-0989,Consumer,Organic Search,2024-04-04
CUST-0990,Consumer,Social Media,2023-02-05
CUST-0991,Consumer,Paid Ads,2023-09-16
CUST-0992,Consumer,Paid Ads,2024-02-06
CUST-0993,Small Business,Referral,2022-10-30
CUST-0994,Consumer,Paid Ads,2022-07-26
CUST-0995,Small Business,Email Campaign,2022-08-17
CUST-0996,Small Business,Organic Search,2024-05-02
CUST-0997,Small Business,Paid Ads,2024-06-28
CUST-0998,Consumer,Email Campaign,2023-08-01
CUST-0999,Consumer,Paid Ads,2022-03-16
CUST-1000,Consumer,Social Media,2023-03-11
CUST-1001,Small Business,Paid Ads,2022-04-13
CUST-1002,Consumer,Organic Search,2023-02-26
CUST-1003,Consumer,Paid Ads,2023-12-05
CUST-1004,Consumer,Paid Ads,2024-02-03
CUST-1005,Consumer,Email Campaign,2024-01-08
CUST-1006,Consumer,Organic Search,2024-03-16
CUST-1007,Consumer,Referral,2022-11-02
CUST-1008,Small Business,Referral,2022-04-08
CUST-1009,Consumer,Organic Search,2024-04-29
CUST-1010,Consumer,Organic Search,2024-03-08
CUST-1011,Consumer,Email Campaign,2022-12-01
CUST-1012,Consumer,Referral,2024-05-08
CUST-1013,Consumer,Paid Ads,2023-03-11
CUST-1014,Small Business,Organic Search,2023-03-23
CUST-1015,Consumer,Paid Ads,2022-11-04
CUST-1016,Small Business,Social Media,2022-09-06
CUST-1017,Consumer,Organic Search,2022-06-15
CUST-1018,Consumer,Social Media,2023-04-26
CUST-1019,Small Business,Organic Search,2022-12-01
CUST-1020,Consumer,Organic Search,2023-06-26
CUST-1021,Consumer,Paid Ads,2024-01-29
CUST-1022,Consumer,Paid Ads,2022-04-16
CUST-1023,Consumer,Organic Search,2023-07-17
CUST-1024,Small Business,Paid Ads,2022-03-22
CUST-1025,Consumer,Organic Search,2022-05-13
CUST-1026,Small Business,Organic Search,2024-03-07
CUST-1027,Corporate,Organic Search,2024-06-18
CUST-1028,Consumer,Referral,2022-05-18
CUST-1029,Corporate,Paid Ads,2022-07-03
CUST-1030,Consumer,Paid Ads,2023-02-05
CUST-1031,Corporate,Paid Ads,2022-11-26
CUST-1032,Consumer,Referral,2024-02-24
CUST-1033,Small Business,Organic Search,2023-05-23
CUST-1034,Consumer,Social Media,2024-05-01
CUST-1035,Consumer,Social Media,2022-03-10
CUST-1036,Consumer,Paid Ads,2023-06-30
CUST-1037,Small Business,Organic Search,2024-02-13
CUST-1038,Consumer,Social Media,2022-02-22
CUST-1039,Consumer,Organic Search,2023-03-26
CUST-1040,Small Business,Paid Ads,2022-07-24
CUST-1041,Small Business,Social Media,2022-05-06
CUST-1042,Corporate,Organic Search,2024-01-17
CUST-1043,Small Business,Email Campaign,2022-02-12
CUST-1044,Corporate,Organic Search,2024-01-22
CUST-1045,Small Business,Email Campaign,2024-06-01
CUST-1046,Consumer,Paid Ads,2022-04-21
CUST-1047,Consumer,Organic Search,2024-01-31
CUST-1048,Small Business,Organic Search,2023-10-25
CUST-1049,Consumer,Referral,2022-07-02
CUST-1050,Consumer,Organic Search,2024-04-27
CUST-1051,Consumer,Organic Search,2022-04-05
CUST-1052,Corporate,Organic Search,2023-01-09
CUST-1053,Consumer,Paid Ads,2023-06-04
CUST-1054,Consumer,Paid Ads,2024-06-18
CUST-1055,Consumer,Organic Search,2022-12-26
CUST-1056,Consumer,Organic Search,2024-06-18
CUST-1057,Consumer,Organic Search,2023-11-27
CUST-1058,Consumer,Organic Search,2022-10-08
CUST-1059,Consumer,Paid Ads,2022-07-14
CUST-1060,Small Business,Social Media,2024-05-13
CUST-1061,Consumer,Organic Search,2022-07-14
CUST-1062,Small Business,Paid Ads,2023-10-29
CUST-1063,Small Business,Paid Ads,2022-04-03
CUST-1064,Consumer,Referral,2023-11-03
CUST-1065,Small Business,Referral,2022-03-02
CUST-1066,Consumer,Email Campaign,2023-09-26
CUST-1067,Corporate,Organic Search,2022-02-20
CUST-1068,Consumer,Organic Search,2023-02-07
CUST-1069,Small Business,Organic Search,2024-02-28
CUST-1070,Consumer,Organic Search,2022-01-05
CUST-1071,Consumer,Paid Ads,2023-04-11
CUST-1072,Consumer,Social Media,2023-08-27
CUST-1073,Small Business,Email Campaign,2023-11-13
CUST-1074,Small Business,Email Campaign,2024-04-08
CUST-1075,Consumer,Paid Ads,2023-06-18
CUST-1076,Consumer,Social Media,2023-02-09
CUST-1077,Consumer,Organic Search,2024-04-17
CUST-1078,Small Business,Organic Search,2023-05-28
CUST-1079,Consumer,Social Media,2023-10-07
CUST-1080,Corporate,Organic Search,2022-08-21
CUST-1081,Consumer,Paid Ads,2023-06-08
CUST-1082,Consumer,Organic Search,2022-12-12
CUST-1083,Consumer,Social Media,2022-02-15
CUST-1084,Consumer,Social Media,2023-06-30
CUST-1085,Consumer,Organic Search,2022-03-19
CUST-1086,Consumer,Email Campaign,2023-12-31
CUST-1087,Small Business,Organic Search,2024-03-23
CUST-1088,Consumer,Paid Ads,2022-03-14
CUST-1089,Consumer,Social Media,2024-03-04
CUST-1090,Consumer,Social Media,2022-09-06
CUST-1091,Consumer,Referral,2022-02-16
CUST-1092,Consumer,Organic Search,2022-05-01
CUST-1093,Consumer,Social Media,2022-08-02
CUST-1094,Consumer,Paid Ads,2022-08-27
CUST-1095,Consumer,Email Campaign,2022-02-25
CUST-1096,Consumer,Organic Search,2022-12-16
CUST-1097,Consumer,Social Media,2022-04-17
CUST-1098,Consumer,Paid Ads,2024-04-10
CUST-1099,Consumer,Organic Search,2022-02-17
CUST-1100,Corporate,Paid Ads,2023-07-27
CUST-1101,Consumer,Organic Search,2022-12-03
CUST-1102,Small Business,Paid Ads,2022-01-26
CUST-1103,Consumer,Email Campaign,2024-03-14
CUST-1104,Small Business,Paid Ads,2022-09-14
CUST-1105,Small Business,Social Media,2022-01-08
CUST-1106,Consumer,Paid Ads,2023-09-17
CUST-1107,Corporate,Organic Search,2024-05-16
CUST-1108,Consumer,Organic Search,2022-09-10
CUST-1109,Consumer,Paid Ads,2023-11-23
CUST-1110,Small Business,Organic Search,2023-12-20
CUST-1111,Small Business,Organic Search,2022-10-30
CUST-1112,Consumer,Paid Ads,2023-10-01
CUST-1113,Consumer,Organic Search,2022-02-25
