order_id,customer_id,order_date,product_id,product_name,quantity,unit_price,gross_revenue,discount_amount,net_revenue,product_cost,margin,region,state,city,category,subcategory,brand,shipping_date,delivery_date,delivery_status,return_flag,dispute_flag,logistics_hub,transit_days,shipping_cost,customer_segment,acquisition_channel,order_year,order_quarter,order_month,order_day,discount_rate,margin_rate,transit_bucket,is_delayed,customer_order_rank,is_repeat_order
ORD-19722,CUST-0281,2024-03-21,PROD-0054,LuxLiving Cookware 1,1,419.38,419.38,0.0,419.38,201.3,218.08,North,Illinois,Columbus,Home & Kitchen,Cookware,Luxliving,2024-03-23,2024-03-29,Delivered,0,0,Hub-North-Chicago,6.0,16.33,Consumer,Email Campaign,2024,2024Q1,2024-03,Thursday,0.0,0.52,5-6 Days (Delayed),1,9,1
ORD-24152,CUST-0281,2024-04-18,PROD-0002,TechNova Laptops 1,1,887.51,887.51,0.0,887.51,525.98,361.53,West,Oregon,Las Vegas,Electronics,Laptops,Technova,2024-04-19,2024-04-20,Delivered,0,0,Hub-West-Seattle,1.0,11.9,Consumer,Email Campaign,2024,2024Q2,2024-04,Thursday,0.0,0.4074,1-2 Days (Fast),0,10,1
ORD-10183,CUST-0281,2024-06-13,PROD-0096,VitalBotanics Wellness & Vitamins 1,1,40.54,40.54,4.05,36.49,21.36,15.13,West,Nevada,Las Vegas,Health & Beauty,Wellness & Vitamins,Vitalbotanics,2024-06-14,2024-06-16,Delivered,0,0,Hub-West-Seattle,2.0,12.64,Consumer,Email Campaign,2024,2024Q2,2024-06,Thursday,0.0999,0.4146,1-2 Days (Fast),0,11,1
ORD-14551,CUST-0281,2024-06-18,PROD-0097,ZenFit Fitness Equipment 1,1,266.5,266.5,0.0,266.5,163.49,103.01,North,Michigan,Chicago,Sports & Outdoors,Fitness Equipment,Zenfit,2024-06-19,2024-06-23,Delivered,0,0,Hub-North-Chicago,4.0,14.69,Consumer,Email Campaign,2024,2024Q2,2024-06,Tuesday,0.0,0.3865,3-4 Days (Standard),0,12,1
ORD-14607,CUST-0281,2024-09-07,PROD-0002,TechNova Laptops 1,1,887.51,887.51,0.0,887.51,525.98,361.53,North,Ohio,Milwaukee,Electronics,Laptops,Technova,2024-09-08,2024-09-10,Delivered,0,0,Hub-North-Chicago,2.0,9.9,Consumer,Email Campaign,2024,2024Q3,2024-09,Saturday,0.0,0.4074,1-2 Days (Fast),0,13,1
ORD-25032,CUST-0281,2024-09-27,PROD-0060,LuxLiving Small Appliances 2,1,259.47,259.47,38.92,220.55,124.55,96.0,East,Pennsylvania,Boston,Home & Kitchen,Small Appliances,Luxliving,2024-09-29,2024-10-01,Delivered,0,0,Hub-East-NewYork,2.0,19.09,Consumer,Email Campaign,2024,2024Q3,2024-09,Friday,0.15,0.4353,1-2 Days (Fast),0,14,1
ORD-24626,CUST-0281,2024-11-02,PROD-0002,TechNova Laptops 1,2,887.51,1775.02,177.5,1597.52,1051.96,545.56,East,New York,Philadelphia,Electronics,Laptops,Technova,2024-11-04,2024-11-07,Delivered,0,0,Hub-East-NewYork,3.0,19.82,Consumer,Email Campaign,2024,2024Q4,2024-11,Saturday,0.1,0.3415,3-4 Days (Standard),0,15,1
ORD-22368,CUST-0282,2023-02-27,PROD-0082,PureEssence Haircare 2,2,114.37,228.74,45.75,182.99,105.7,77.29,West,Nevada,Portland,Health & Beauty,Haircare,Pureessence,2023-03-01,2023-03-05,Delivered,0,0,Hub-West-Seattle,4.0,13.22,Consumer,Organic Search,2023,2023Q1,2023-02,Monday,0.2,0.4224,3-4 Days (Standard),0,1,0
ORD-12033,CUST-0282,2023-04-18,PROD-0033,SwiftStyle Footwear 2,1,46.01,46.01,0.0,46.01,35.89,10.12,South,Florida,Charlotte,Apparel & Fashion,Footwear,Swiftstyle,2023-04-20,2023-04-25,Delivered,0,0,Hub-South-Atlanta,5.0,20.3,Consumer,Organic Search,2023,2023Q2,2023-04,Tuesday,0.0,0.22,5-6 Days (Delayed),0,2,1
ORD-17146,CUST-0282,2023-08-16,PROD-0059,LuxLiving Small Appliances 1,1,416.62,416.62,0.0,416.62,193.02,223.6,East,New York,Boston,Home & Kitchen,Small Appliances,Luxliving,2023-08-18,2023-08-23,Delivered,0,0,Hub-East-NewYork,5.0,19.92,Consumer,Organic Search,2023,2023Q3,2023-08,Wednesday,0.0,0.5367,5-6 Days (Delayed),0,3,1
ORD-10851,CUST-0282,2023-12-09,PROD-0003,TechNova Audio & Headphones 1,3,613.24,1839.72,0.0,1839.72,1122.24,717.48,West,Nevada,Seattle,Electronics,Audio & Headphones,Technova,2023-12-10,2023-12-13,Delivered,0,0,Hub-West-Seattle,3.0,18.42,Consumer,Organic Search,2023,2023Q4,2023-12,Saturday,0.0,0.39,3-4 Days (Standard),0,4,1
ORD-11563,CUST-0282,2024-03-01,PROD-0068,CozyNest Cookware 1,1,28.19,28.19,2.82,25.37,18.12,7.25,East,Pennsylvania,Newark,Home & Kitchen,Cookware,Cozynest,2024-03-03,2024-03-08,Delivered,0,0,Hub-East-NewYork,5.0,15.53,Consumer,Organic Search,2024,2024Q1,2024-03,Friday,0.1,0.2858,5-6 Days (Delayed),0,5,1
ORD-19797,CUST-0282,2024-03-03,PROD-0003,TechNova Audio & Headphones 1,1,613.24,613.24,0.0,613.24,374.08,239.16,West,Washington,Seattle,Electronics,Audio & Headphones,Technova,2024-03-05,2024-03-13,Delivered,0,0,Hub-West-Seattle,8.0,21.06,Consumer,Organic Search,2024,2024Q1,2024-03,Sunday,0.0,0.39,7+ Days (Severe Delay),1,6,1
ORD-25477,CUST-0282,2024-03-06,PROD-0101,ZenFit Sportswear 1,1,375.15,375.15,0.0,375.15,206.81,168.34,North,Ohio,Chicago,Sports & Outdoors,Sportswear,Zenfit,2024-03-08,2024-03-12,Delivered,0,0,Hub-North-Chicago,4.0,19.85,Consumer,Organic Search,2024,2024Q1,2024-03,Wednesday,0.0,0.4487,3-4 Days (Standard),0,7,1
ORD-24128,CUST-0282,2024-04-04,PROD-0060,LuxLiving Small Appliances 2,2,259.47,518.94,0.0,518.94,249.1,269.84,South,Texas,Miami,Home & Kitchen,Small Appliances,Luxliving,2024-04-06,2024-04-10,Delivered,0,0,Hub-South-Atlanta,4.0,9.43,Consumer,Organic Search,2024,2024Q2,2024-04,Thursday,0.0,0.52,3-4 Days (Standard),0,8,1
ORD-24528,CUST-0282,2024-05-22,PROD-0013,PulseAudio Audio & Headphones 1,2,261.04,522.08,0.0,522.08,320.54,201.54,East,New Jersey,Newark,Electronics,Audio & Headphones,Pulseaudio,2024-05-24,2024-05-28,Delivered,0,0,Hub-East-NewYork,4.0,14.69,Consumer,Organic Search,2024,2024Q2,2024-05,Wednesday,0.0,0.386,3-4 Days (Standard),0,9,1
ORD-12368,CUST-0282,2024-06-22,PROD-0012,PulseAudio Laptops 1,1,146.7,146.7,0.0,146.7,109.65,37.05,West,California,San Francisco,Electronics,Laptops,Pulseaudio,2024-06-24,2024-06-26,Delivered,0,0,Hub-West-Seattle,2.0,15.05,Consumer,Organic Search,2024,2024Q2,2024-06,Saturday,0.0,0.2526,1-2 Days (Fast),0,10,1
ORD-10131,CUST-0282,2024-07-30,PROD-0052,AuraHome Small Appliances 1,1,475.12,475.12,0.0,475.12,318.79,156.33,North,Ohio,Chicago,Home & Kitchen,Small Appliances,Aurahome,2024-08-01,2024-08-05,Delivered,0,0,Hub-North-Chicago,4.0,19.93,Consumer,Organic Search,2024,2024Q3,2024-07,Tuesday,0.0,0.329,3-4 Days (Standard),0,11,1
ORD-21215,CUST-0282,2024-09-25,PROD-0094,VitalBotanics Haircare 1,1,51.11,51.11,0.0,51.11,16.72,34.39,East,New Jersey,New York,Health & Beauty,Haircare,Vitalbotanics,2024-09-26,2024-09-30,Delivered,0,0,Hub-East-NewYork,4.0,8.51,Consumer,Organic Search,2024,2024Q3,2024-09,Wednesday,0.0,0.6729,3-4 Days (Standard),0,12,1
ORD-11318,CUST-0282,2024-10-17,PROD-0078,GlowLabs Wellness & Vitamins 1,1,25.49,25.49,0.0,25.49,10.39,15.1,West,Washington,Seattle,Health & Beauty,Wellness & Vitamins,Glowlabs,2024-10-18,2024-10-23,Delivered,0,0,Hub-West-Seattle,5.0,10.45,Consumer,Organic Search,2024,2024Q4,2024-10,Thursday,0.0,0.5924,5-6 Days (Delayed),0,13,1
ORD-10563,CUST-0283,2023-06-19,PROD-0056,LuxLiving Furniture & Decor 1,1,53.15,53.15,0.0,53.15,25.51,27.64,North,Illinois,Columbus,Home & Kitchen,Furniture & Decor,Luxliving,2023-06-21,2023-06-24,Delivered,0,0,Hub-North-Chicago,3.0,13.71,Consumer,Referral,2023,2023Q2,2023-06,Monday,0.0,0.52,3-4 Days (Standard),0,1,0
ORD-20540,CUST-0283,2023-10-16,PROD-0006,OmniVolt Smartphones 1,2,728.29,1456.58,0.0,1456.58,1136.14,320.44,East,New York,Newark,Electronics,Smartphones,Omnivolt,2023-10-17,2023-10-21,Delivered,0,0,Hub-East-NewYork,4.0,11.04,Consumer,Referral,2023,2023Q4,2023-10,Monday,0.0,0.22,3-4 Days (Standard),0,2,1
ORD-15303,CUST-0283,2023-11-08,PROD-0037,ApexGear Men's Apparel 2,1,164.31,164.31,0.0,164.31,96.51,67.8,North,Ohio,Detroit,Apparel & Fashion,Men'S Apparel,Apexgear,2023-11-10,2023-11-14,Delivered,0,0,Hub-North-Chicago,4.0,17.13,Consumer,Referral,2023,2023Q4,2023-11,Wednesday,0.0,0.4126,3-4 Days (Standard),0,3,1
ORD-18173,CUST-0283,2024-01-25,PROD-0103,TrailBlaze Fitness Equipment 1,1,347.03,347.03,0.0,347.03,179.65,167.38,South,Georgia,Dallas,Sports & Outdoors,Fitness Equipment,Trailblaze,2024-01-26,2024-01-28,Delivered,0,0,Hub-South-Atlanta,2.0,10.68,Consumer,Referral,2024,2024Q1,2024-01,Thursday,0.0,0.4823,1-2 Days (Fast),0,4,1
ORD-22716,CUST-0283,2024-02-21,PROD-0102,ZenFit Cycling & Action 1,1,204.04,204.04,0.0,204.04,137.44,66.6,North,Ohio,Milwaukee,Sports & Outdoors,Cycling & Action,Zenfit,2024-02-23,2024-02-25,Delivered,0,0,Hub-North-Chicago,2.0,14.81,Consumer,Referral,2024,2024Q1,2024-02,Wednesday,0.0,0.3264,1-2 Days (Fast),0,5,1
ORD-21556,CUST-0283,2024-05-03,PROD-0068,CozyNest Cookware 1,1,28.19,28.19,0.0,28.19,18.12,10.07,East,Pennsylvania,Philadelphia,Home & Kitchen,Cookware,Cozynest,2024-05-05,2024-05-10,Delivered,0,0,Hub-East-NewYork,5.0,10.88,Consumer,Referral,2024,2024Q2,2024-05,Friday,0.0,0.3572,5-6 Days (Delayed),0,6,1
ORD-23616,CUST-0283,2024-05-08,PROD-0022,SoundPeak Accessories 2,1,68.53,68.53,0.0,68.53,45.2,23.33,North,Illinois,Detroit,Electronics,Accessories,Soundpeak,2024-05-10,2024-05-12,Delivered,0,0,Hub-North-Chicago,2.0,9.51,Consumer,Referral,2024,2024Q2,2024-05,Wednesday,0.0,0.3404,1-2 Days (Fast),0,7,1
ORD-23557,CUST-0283,2024-05-11,PROD-0080,PureEssence Skincare 2,2,113.85,227.7,22.77,204.93,94.38,110.55,North,Michigan,Milwaukee,Health & Beauty,Skincare,Pureessence,2024-05-13,2024-05-15,Delivered,0,0,Hub-North-Chicago,2.0,19.96,Consumer,Referral,2024,2024Q2,2024-05,Saturday,0.1,0.5395,1-2 Days (Fast),0,8,1
ORD-20022,CUST-0283,2024-11-05,PROD-0030,SwiftStyle Men's Apparel 2,1,90.54,90.54,0.0,90.54,70.62,19.92,Central,Colorado,Denver,Apparel & Fashion,Men'S Apparel,Swiftstyle,2024-11-07,2024-11-11,Delivered,0,0,Hub-Central-Denver,4.0,15.91,Consumer,Referral,2024,2024Q4,2024-11,Tuesday,0.0,0.22,3-4 Days (Standard),0,9,1
ORD-10162,CUST-0284,2023-03-06,PROD-0014,PulseAudio Audio & Headphones 2,5,530.41,2652.05,132.6,2519.45,1812.2,707.25,South,North Carolina,Atlanta,Electronics,Audio & Headphones,Pulseaudio,2023-03-07,2023-03-12,Delivered,0,0,Hub-South-Atlanta,5.0,19.79,Consumer,Social Media,2023,2023Q1,2023-03,Monday,0.05,0.2807,5-6 Days (Delayed),0,1,0
ORD-18633,CUST-0284,2023-03-20,PROD-0028,UrbanChic Bags & Luggage 1,1,116.67,116.67,0.0,116.67,62.53,54.14,North,Ohio,Columbus,Apparel & Fashion,Bags & Luggage,Urbanchic,2023-03-21,2023-03-24,Delivered,0,0,Hub-North-Chicago,3.0,19.58,Consumer,Social Media,2023,2023Q1,2023-03,Monday,0.0,0.464,3-4 Days (Standard),0,2,1
ORD-18805,CUST-0284,2023-07-02,PROD-0102,ZenFit Cycling & Action 1,1,204.04,204.04,0.0,204.04,137.44,66.6,West,Washington,Seattle,Sports & Outdoors,Cycling & Action,Zenfit,2023-07-04,2023-07-07,Delivered,0,0,Hub-West-Seattle,3.0,15.94,Consumer,Social Media,2023,2023Q3,2023-07,Sunday,0.0,0.3264,3-4 Days (Standard),0,3,1
ORD-15448,CUST-0284,2023-10-21,PROD-0108,SummitPro Fitness Equipment 1,3,356.95,1070.85,0.0,1070.85,575.52,495.33,South,Florida,Atlanta,Sports & Outdoors,Fitness Equipment,Summitpro,2023-10-22,2023-10-26,Delivered,0,0,Hub-South-Atlanta,4.0,9.5,Consumer,Social Media,2023,2023Q4,2023-10,Saturday,0.0,0.4626,3-4 Days (Standard),0,4,1
ORD-17484,CUST-0284,2023-10-26,PROD-0100,ZenFit Outdoor Gear 2,2,60.25,120.5,0.0,120.5,77.8,42.7,North,Michigan,Columbus,Sports & Outdoors,Outdoor Gear,Zenfit,2023-10-27,2023-10-30,Delivered,0,0,Hub-North-Chicago,3.0,12.62,Consumer,Social Media,2023,2023Q4,2023-10,Thursday,0.0,0.3544,3-4 Days (Standard),0,5,1
ORD-14294,CUST-0284,2023-12-13,PROD-0096,VitalBotanics Wellness & Vitamins 1,1,40.54,40.54,0.0,40.54,21.36,19.18,North,Wisconsin,Columbus,Health & Beauty,Wellness & Vitamins,Vitalbotanics,2023-12-14,2023-12-18,Delivered,0,0,Hub-North-Chicago,4.0,16.46,Consumer,Social Media,2023,2023Q4,2023-12,Wednesday,0.0,0.4731,3-4 Days (Standard),0,6,1
ORD-20410,CUST-0284,2024-01-30,PROD-0053,AuraHome Small Appliances 2,1,321.95,321.95,0.0,321.95,186.14,135.81,South,Texas,Atlanta,Home & Kitchen,Small Appliances,Aurahome,2024-02-01,2024-02-06,Delivered,0,0,Hub-South-Atlanta,5.0,11.92,Consumer,Social Media,2024,2024Q1,2024-01,Tuesday,0.0,0.4218,5-6 Days (Delayed),0,7,1
ORD-15133,CUST-0284,2024-04-02,PROD-0048,AuraHome Furniture & Decor 1,1,403.51,403.51,0.0,403.51,246.77,156.74,East,Pennsylvania,Newark,Home & Kitchen,Furniture & Decor,Aurahome,2024-04-03,2024-04-10,Delivered,0,0,Hub-East-NewYork,7.0,12.56,Consumer,Social Media,2024,2024Q2,2024-04,Tuesday,0.0,0.3884,7+ Days (Severe Delay),1,8,1
ORD-25083,CUST-0284,2024-04-29,PROD-0084,PureEssence Wellness & Vitamins 1,1,75.88,75.88,0.0,75.88,28.42,47.46,North,Illinois,Columbus,Health & Beauty,Wellness & Vitamins,Pureessence,2024-05-01,2024-05-02,Delivered,0,0,Hub-North-Chicago,1.0,13.56,Consumer,Social Media,2024,2024Q2,2024-04,Monday,0.0,0.6255,1-2 Days (Fast),0,9,1
ORD-11769,CUST-0284,2024-06-28,PROD-0067,HavenCraft Small Appliances 2,1,452.81,452.81,0.0,452.81,273.61,179.2,West,Nevada,Las Vegas,Home & Kitchen,Small Appliances,Havencraft,2024-06-30,2024-07-02,Delivered,0,0,Hub-West-Seattle,2.0,7.56,Consumer,Social Media,2024,2024Q2,2024-06,Friday,0.0,0.3958,1-2 Days (Fast),0,10,1
ORD-14727,CUST-0284,2024-06-30,PROD-0050,AuraHome Bedding 1,3,224.37,673.11,0.0,673.11,338.4,334.71,North,Michigan,Detroit,Home & Kitchen,Bedding,Aurahome,2024-07-01,2024-07-05,Delivered,0,0,Hub-North-Chicago,4.0,20.02,Consumer,Social Media,2024,2024Q2,2024-06,Sunday,0.0,0.4973,3-4 Days (Standard),0,11,1
ORD-24748,CUST-0285,2023-02-26,PROD-0047,AuraHome Cookware 1,1,328.85,328.85,32.89,295.96,218.17,77.79,East,Pennsylvania,Boston,Home & Kitchen,Cookware,Aurahome,2023-02-28,2023-03-06,Delivered,0,0,Hub-East-NewYork,6.0,13.64,Consumer,Social Media,2023,2023Q1,2023-02,Sunday,0.1,0.2628,5-6 Days (Delayed),1,1,0
ORD-19203,CUST-0285,2023-05-15,PROD-0027,UrbanChic Footwear 2,2,236.03,472.06,70.81,401.25,167.22,234.03,East,Massachusetts,Boston,Apparel & Fashion,Footwear,Urbanchic,2023-05-17,2023-05-21,Delivered,0,0,Hub-East-NewYork,4.0,9.46,Consumer,Social Media,2023,2023Q2,2023-05,Monday,0.15,0.5833,3-4 Days (Standard),0,2,1
ORD-20110,CUST-0285,2023-09-07,PROD-0102,ZenFit Cycling & Action 1,1,204.04,204.04,0.0,204.04,137.44,66.6,North,Wisconsin,Detroit,Sports & Outdoors,Cycling & Action,Zenfit,2023-09-09,2023-09-12,Delivered,0,0,Hub-North-Chicago,3.0,10.29,Consumer,Social Media,2023,2023Q3,2023-09,Thursday,0.0,0.3264,3-4 Days (Standard),0,3,1
ORD-22918,CUST-0285,2024-01-02,PROD-0059,LuxLiving Small Appliances 1,1,416.62,416.62,0.0,416.62,193.02,223.6,West,California,San Francisco,Home & Kitchen,Small Appliances,Luxliving,2024-01-03,2024-01-08,Delivered,0,0,Hub-West-Seattle,5.0,19.29,Consumer,Social Media,2024,2024Q1,2024-01,Tuesday,0.0,0.5367,5-6 Days (Delayed),0,4,1
ORD-15846,CUST-0285,2024-01-18,PROD-0004,TechNova Audio & Headphones 2,1,101.53,101.53,0.0,101.53,60.96,40.57,East,New York,Philadelphia,Electronics,Audio & Headphones,Technova,2024-01-19,2024-01-23,Delivered,0,0,Hub-East-NewYork,4.0,19.42,Consumer,Social Media,2024,2024Q1,2024-01,Thursday,0.0,0.3996,3-4 Days (Standard),0,5,1
ORD-25931,CUST-0285,2024-03-08,PROD-0016,PulseAudio Accessories 2,1,434.21,434.21,86.84,347.37,351.25,-3.88,Central,Utah,Salt Lake City,Electronics,Accessories,Pulseaudio,2024-03-09,2024-03-13,Delivered,0,0,Hub-Central-Denver,4.0,19.73,Consumer,Social Media,2024,2024Q1,2024-03,Friday,0.2,-0.0112,3-4 Days (Standard),0,6,1
ORD-14764,CUST-0285,2024-03-29,PROD-0027,UrbanChic Footwear 2,1,236.03,236.03,0.0,236.03,83.61,152.42,South,North Carolina,Atlanta,Apparel & Fashion,Footwear,Urbanchic,2024-03-30,2024-04-02,Delivered,0,0,Hub-South-Atlanta,3.0,11.87,Consumer,Social Media,2024,2024Q1,2024-03,Friday,0.0,0.6458,3-4 Days (Standard),0,7,1
ORD-23910,CUST-0285,2024-04-03,PROD-0108,SummitPro Fitness Equipment 1,1,356.95,356.95,0.0,356.95,191.84,165.11,North,Illinois,Columbus,Sports & Outdoors,Fitness Equipment,Summitpro,2024-04-04,2024-04-07,Returned,1,0,Hub-North-Chicago,3.0,14.14,Consumer,Social Media,2024,2024Q2,2024-04,Wednesday,0.0,0.4626,3-4 Days (Standard),0,8,1
ORD-20122,CUST-0285,2024-04-22,PROD-0038,ApexGear Women's Apparel 1,1,49.19,49.19,0.0,49.19,21.86,27.33,North,Wisconsin,Milwaukee,Apparel & Fashion,Women'S Apparel,Apexgear,2024-04-23,2024-04-26,Delivered,0,0,Hub-North-Chicago,3.0,19.1,Consumer,Social Media,2024,2024Q2,2024-04,Monday,0.0,0.5556,3-4 Days (Standard),0,9,1
ORD-19365,CUST-0285,2024-05-02,PROD-0069,CozyNest Furniture & Decor 1,2,99.15,198.3,0.0,198.3,100.16,98.14,North,Illinois,Detroit,Home & Kitchen,Furniture & Decor,Cozynest,2024-05-04,2024-05-08,Delivered,0,0,Hub-North-Chicago,4.0,15.59,Consumer,Social Media,2024,2024Q2,2024-05,Thursday,0.0,0.4949,3-4 Days (Standard),0,10,1
ORD-23121,CUST-0285,2024-05-12,PROD-0083,PureEssence Fragrance 1,1,144.65,144.65,21.7,122.95,69.43,53.52,West,Oregon,Portland,Health & Beauty,Fragrance,Pureessence,2024-05-13,2024-05-18,Delivered,0,0,Hub-West-Seattle,5.0,18.09,Consumer,Social Media,2024,2024Q2,2024-05,Sunday,0.15,0.4353,5-6 Days (Delayed),0,11,1
ORD-23743,CUST-0285,2024-05-31,PROD-0046,VogueEra Bags & Luggage 1,2,113.53,227.06,0.0,227.06,120.64,106.42,West,Washington,Seattle,Apparel & Fashion,Bags & Luggage,Vogueera,2024-06-02,2024-06-04,Delivered,0,0,Hub-West-Seattle,2.0,7.41,Consumer,Social Media,2024,2024Q2,2024-05,Friday,0.0,0.4687,1-2 Days (Fast),0,12,1
ORD-10128,CUST-0285,2024-06-04,PROD-0012,PulseAudio Laptops 1,1,146.7,146.7,0.0,146.7,109.65,37.05,North,Michigan,Detroit,Electronics,Laptops,Pulseaudio,2024-06-06,2024-06-09,Delivered,0,0,Hub-North-Chicago,3.0,12.22,Consumer,Social Media,2024,2024Q2,2024-06,Tuesday,0.0,0.2526,3-4 Days (Standard),0,13,1
ORD-19591,CUST-0285,2024-07-15,PROD-0076,GlowLabs Haircare 1,1,112.43,112.43,0.0,112.43,42.61,69.82,West,Washington,Portland,Health & Beauty,Haircare,Glowlabs,2024-07-17,2024-07-22,Delivered,0,0,Hub-West-Seattle,5.0,10.79,Consumer,Social Media,2024,2024Q3,2024-07,Monday,0.0,0.621,5-6 Days (Delayed),0,14,1
ORD-23236,CUST-0286,2023-06-07,PROD-0036,ApexGear Men's Apparel 1,1,187.52,187.52,9.38,178.14,65.98,112.16,West,Washington,Las Vegas,Apparel & Fashion,Men'S Apparel,Apexgear,2023-06-09,2023-06-12,Delivered,0,0,Hub-West-Seattle,3.0,17.45,Small Business,Organic Search,2023,2023Q2,2023-06,Wednesday,0.05,0.6296,3-4 Days (Standard),0,1,0
ORD-16090,CUST-0286,2023-09-12,PROD-0083,PureEssence Fragrance 1,2,144.65,289.3,0.0,289.3,138.86,150.44,South,Georgia,Atlanta,Health & Beauty,Fragrance,Pureessence,2023-09-13,2023-09-18,Delivered,0,0,Hub-South-Atlanta,5.0,16.41,Small Business,Organic Search,2023,2023Q3,2023-09,Tuesday,0.0,0.52,5-6 Days (Delayed),0,2,1
ORD-17511,CUST-0286,2023-10-24,PROD-0051,AuraHome Bedding 2,1,142.92,142.92,14.29,128.63,97.01,31.62,North,Ohio,Columbus,Home & Kitchen,Bedding,Aurahome,2023-10-25,2023-10-28,Delivered,0,0,Hub-North-Chicago,3.0,17.08,Small Business,Organic Search,2023,2023Q4,2023-10,Tuesday,0.1,0.2458,3-4 Days (Standard),0,3,1
ORD-25017,CUST-0286,2023-11-03,PROD-0039,ApexGear Footwear 1,1,201.11,201.11,10.06,191.05,77.6,113.45,West,Nevada,San Francisco,Apparel & Fashion,Footwear,Apexgear,2023-11-04,2023-11-07,Delivered,0,0,Hub-West-Seattle,3.0,8.7,Small Business,Organic Search,2023,2023Q4,2023-11,Friday,0.05,0.5938,3-4 Days (Standard),0,4,1
ORD-15058,CUST-0286,2023-11-05,PROD-0051,AuraHome Bedding 2,1,142.92,142.92,14.29,128.63,97.01,31.62,Central,Utah,Salt Lake City,Home & Kitchen,Bedding,Aurahome,2023-11-07,2023-11-09,Delivered,0,0,Hub-Central-Denver,2.0,18.28,Small Business,Organic Search,2023,2023Q4,2023-11,Sunday,0.1,0.2458,1-2 Days (Fast),0,5,1
ORD-17706,CUST-0286,2023-12-15,PROD-0108,SummitPro Fitness Equipment 1,1,356.95,356.95,0.0,356.95,191.84,165.11,East,New Jersey,Boston,Sports & Outdoors,Fitness Equipment,Summitpro,2023-12-16,2023-12-19,Delivered,0,0,Hub-East-NewYork,3.0,19.84,Small Business,Organic Search,2023,2023Q4,2023-12,Friday,0.0,0.4626,3-4 Days (Standard),0,6,1
ORD-14741,CUST-0286,2024-03-28,PROD-0040,ApexGear Bags & Luggage 1,2,80.94,161.88,0.0,161.88,58.74,103.14,West,Nevada,Las Vegas,Apparel & Fashion,Bags & Luggage,Apexgear,2024-03-29,2024-04-01,Delivered,0,0,Hub-West-Seattle,3.0,20.53,Small Business,Organic Search,2024,2024Q1,2024-03,Thursday,0.0,0.6371,3-4 Days (Standard),0,7,1
ORD-12640,CUST-0286,2024-04-11,PROD-0112,SummitPro Cycling & Action 1,4,419.56,1678.24,0.0,1678.24,963.52,714.72,East,Pennsylvania,Boston,Sports & Outdoors,Cycling & Action,Summitpro,2024-04-13,2024-04-16,Delivered,0,0,Hub-East-NewYork,3.0,17.82,Small Business,Organic Search,2024,2024Q2,2024-04,Thursday,0.0,0.4259,3-4 Days (Standard),0,8,1
ORD-21833,CUST-0286,2024-06-10,PROD-0071,CozyNest Bedding 2,1,345.34,345.34,34.53,310.81,216.23,94.58,South,Georgia,Miami,Home & Kitchen,Bedding,Cozynest,2024-06-12,2024-06-15,Delivered,0,0,Hub-South-Atlanta,3.0,11.64,Small Business,Organic Search,2024,2024Q2,2024-06,Monday,0.1,0.3043,3-4 Days (Standard),0,9,1
ORD-14386,CUST-0286,2024-09-16,PROD-0043,VogueEra Men's Apparel 2,1,160.7,160.7,16.07,144.63,72.81,71.82,South,Georgia,Dallas,Apparel & Fashion,Men'S Apparel,Vogueera,2024-09-18,2024-09-23,Delivered,0,0,Hub-South-Atlanta,5.0,21.43,Small Business,Organic Search,2024,2024Q3,2024-09,Monday,0.1,0.4966,5-6 Days (Delayed),0,10,1
ORD-21390,CUST-0286,2024-12-12,PROD-0016,PulseAudio Accessories 2,1,434.21,434.21,108.55,325.66,351.25,-25.59,South,Florida,Dallas,Electronics,Accessories,Pulseaudio,2024-12-14,2024-12-18,Delivered,0,0,Hub-South-Atlanta,4.0,8.82,Small Business,Organic Search,2024,2024Q4,2024-12,Thursday,0.25,-0.0786,3-4 Days (Standard),0,11,1
ORD-15085,CUST-0287,2023-10-20,PROD-0026,UrbanChic Footwear 1,1,105.68,105.68,0.0,105.68,56.7,48.98,North,Ohio,Columbus,Apparel & Fashion,Footwear,Urbanchic,2023-10-22,2023-10-26,Delivered,0,0,Hub-North-Chicago,4.0,10.33,Small Business,Organic Search,2023,2023Q4,2023-10,Friday,0.0,0.4635,3-4 Days (Standard),0,1,0
ORD-13659,CUST-0287,2024-01-06,PROD-0037,ApexGear Men's Apparel 2,1,164.31,164.31,16.43,147.88,96.51,51.37,South,Georgia,Charlotte,Apparel & Fashion,Men'S Apparel,Apexgear,2024-01-08,2024-01-14,Delivered,0,0,Hub-South-Atlanta,6.0,18.43,Small Business,Organic Search,2024,2024Q1,2024-01,Saturday,0.1,0.3474,5-6 Days (Delayed),1,2,1
ORD-24735,CUST-0287,2024-01-09,PROD-0088,DermaCare Haircare 2,1,114.16,114.16,0.0,114.16,55.09,59.07,South,Texas,Atlanta,Health & Beauty,Haircare,Dermacare,2024-01-11,2024-01-15,Delivered,0,0,Hub-South-Atlanta,4.0,18.54,Small Business,Organic Search,2024,2024Q1,2024-01,Tuesday,0.0,0.5174,3-4 Days (Standard),0,3,1
