customer_id,recency,frequency,monetary,first_order_date,last_order_date,avg_transit_days,return_rate,aov,R_score,F_score,M_score,segment
CUST-0681,137,12,6726.4400000000005,2023-02-12,2024-08-10,3.8333333333333335,0.08333333333333333,560.54,3,5,5,Loyal Customers
CUST-0682,84,13,3013.28,2023-03-20,2024-10-02,4.333333333333333,0.15384615384615385,231.79,4,5,4,Champions
CUST-0683,123,9,3048.07,2023-04-10,2024-08-24,3.0,0.1111111111111111,338.67,4,4,4,Champions
CUST-0684,311,2,746.12,2023-10-21,2024-02-18,2.0,0.0,373.06,1,1,2,Dormant
CUST-0685,174,13,6119.25,2023-06-15,2024-07-04,3.3846153846153846,0.07692307692307693,470.71,3,5,5,Loyal Customers
CUST-0686,186,10,4778.639999999999,2023-06-12,2024-06-22,3.5,0.0,477.86,2,5,5,At Risk
CUST-0687,73,15,3827.09,2023-04-29,2024-10-13,3.4,0.0,255.14,5,5,5,Champions
CUST-0688,114,8,2518.66,2023-10-18,2024-09-02,3.375,0.0,314.83,4,4,4,Champions
CUST-0689,59,12,3592.97,2023-03-24,2024-10-27,3.4166666666666665,0.4166666666666667,299.41,5,5,5,Champions
CUST-0690,253,6,1250.33,2023-09-22,2024-04-16,3.6666666666666665,0.16666666666666666,208.39,1,3,3,At Risk
CUST-0691,201,6,1362.5,2023-07-18,2024-06-07,2.6666666666666665,0.0,227.08,2,3,3,At Risk
CUST-0692,37,7,2572.02,2023-07-09,2024-11-18,4.0,0.14285714285714285,367.43,5,4,4,Champions
CUST-0693,69,6,3251.6499999999996,2023-06-17,2024-10-17,4.5,0.0,541.94,5,3,5,Loyal Customers
CUST-0694,53,8,1793.8799999999999,2023-03-26,2024-11-02,3.0,0.0,224.24,5,4,3,Champions
CUST-0695,64,11,3383.85,2023-06-23,2024-10-22,3.909090909090909,0.0,307.62,5,5,5,Champions
CUST-0696,157,9,2910.6099999999997,2023-03-12,2024-07-21,3.0,0.0,323.4,3,4,4,Loyal Customers
CUST-0697,25,8,1222.77,2023-09-03,2024-11-30,3.25,0.0,152.85,5,4,3,Champions
CUST-0698,24,9,4800.33,2023-05-06,2024-12-01,4.375,0.0,533.37,5,4,5,Champions
CUST-0699,120,6,1590.34,2023-01-28,2024-08-27,3.5,0.16666666666666666,265.06,4,3,3,Loyal Customers
CUST-0700,51,11,2276.0,2023-03-15,2024-11-04,4.1,0.09090909090909091,206.91,5,5,4,Champions
CUST-0701,234,5,1131.25,2023-09-19,2024-05-05,2.8,0.0,226.25,2,3,2,At Risk
CUST-0702,182,12,4583.53,2023-07-03,2024-06-26,4.0,0.0,381.96,2,5,5,At Risk
CUST-0703,188,10,1944.41,2023-01-27,2024-06-20,3.2222222222222223,0.1,194.44,2,5,3,At Risk
CUST-0704,217,11,4605.52,2023-09-10,2024-05-22,3.727272727272727,0.0,418.68,2,5,5,At Risk
CUST-0705,72,13,4322.08,2023-04-27,2024-10-14,3.230769230769231,0.07692307692307693,332.47,5,5,5,Champions
CUST-0706,163,17,5152.1,2023-06-10,2024-07-15,3.2941176470588234,0.058823529411764705,303.06,3,5,5,Loyal Customers
CUST-0707,44,9,3455.71,2023-02-26,2024-11-11,3.4444444444444446,0.1111111111111111,383.97,5,4,5,Champions
CUST-0708,87,5,1301.94,2023-06-17,2024-09-29,2.6,0.0,260.39,4,3,3,Loyal Customers
CUST-0709,163,9,3741.9300000000003,2023-01-07,2024-07-15,3.2222222222222223,0.0,415.77,3,4,5,Loyal Customers
CUST-0710,54,7,1750.8,2023-09-12,2024-11-01,3.142857142857143,0.0,250.11,5,4,3,Champions
CUST-0711,79,6,2363.44,2023-02-02,2024-10-07,4.0,0.3333333333333333,393.91,5,3,4,Loyal Customers
CUST-0712,177,6,1354.99,2023-07-27,2024-07-01,4.166666666666667,0.0,225.83,2,3,3,At Risk
CUST-0713,127,4,1074.94,2023-12-29,2024-08-20,3.0,0.0,268.74,3,2,2,Potential Loyalists
CUST-0714,44,17,4989.4400000000005,2023-03-17,2024-11-11,3.3529411764705883,0.0,293.5,5,5,5,Champions
CUST-0715,55,14,3208.6400000000003,2023-07-12,2024-10-31,3.142857142857143,0.14285714285714285,229.19,5,5,5,Champions
CUST-0716,60,9,2736.9300000000003,2023-07-22,2024-10-26,3.4444444444444446,0.1111111111111111,304.1,5,4,4,Champions
CUST-0717,66,5,1497.8899999999999,2023-06-29,2024-10-20,3.4,0.0,299.58,5,3,3,Loyal Customers
CUST-0718,163,4,879.45,2023-04-23,2024-07-15,2.5,0.5,219.86,3,2,2,Potential Loyalists
CUST-0719,229,6,3246.69,2023-01-27,2024-05-10,3.8333333333333335,0.0,541.12,2,3,5,At Risk
CUST-0720,171,10,2354.5,2023-07-11,2024-07-07,3.3,0.0,235.45,3,5,4,Loyal Customers
CUST-0721,81,11,3249.33,2023-01-10,2024-10-05,3.5454545454545454,0.09090909090909091,295.39,5,5,5,Champions
CUST-0722,46,8,2265.71,2023-09-08,2024-11-09,3.125,0.0,283.21,5,4,4,Champions
CUST-0723,98,5,1150.76,2023-09-25,2024-09-18,3.2,0.0,230.15,4,3,2,Loyal Customers
CUST-0724,90,5,1370.96,2023-08-01,2024-09-26,2.25,0.0,274.19,4,3,3,Loyal Customers
CUST-0725,65,7,1806.39,2023-08-22,2024-10-21,3.5714285714285716,0.0,258.06,5,4,3,Champions
CUST-0726,62,11,2952.75,2023-09-05,2024-10-24,3.4,0.0,268.43,5,5,4,Champions
CUST-0727,100,13,8644.640000000001,2023-09-30,2024-09-16,3.6153846153846154,0.07692307692307693,664.97,4,5,5,Champions
CUST-0728,128,14,4462.36,2023-02-09,2024-08-19,3.357142857142857,0.14285714285714285,318.74,3,5,5,Loyal Customers
CUST-0729,63,13,2140.41,2023-04-30,2024-10-23,3.4166666666666665,0.0,164.65,5,5,4,Champions
CUST-0730,91,10,3115.1,2023-05-06,2024-09-25,3.7,0.1,311.51,4,5,4,Champions
CUST-0731,33,8,2372.71,2023-06-05,2024-11-22,3.875,0.0,296.59,5,4,4,Champions
CUST-0732,248,6,1375.69,2023-02-23,2024-04-21,4.166666666666667,0.0,229.28,1,3,3,At Risk
CUST-0733,16,13,4819.53,2023-03-04,2024-12-09,3.75,0.07692307692307693,370.73,5,5,5,Champions
CUST-0734,104,13,4811.04,2023-09-21,2024-09-12,3.4615384615384617,0.07692307692307693,370.08,4,5,5,Champions
CUST-0735,114,12,3603.36,2023-09-09,2024-09-02,4.181818181818182,0.0,300.28,4,5,5,Champions
CUST-0736,147,9,3118.59,2023-06-22,2024-07-31,3.0,0.0,346.51,3,4,4,Loyal Customers
CUST-0737,109,10,2179.59,2023-07-27,2024-09-07,3.3,0.1,217.96,4,5,4,Champions
CUST-0738,227,9,3125.9,2023-03-16,2024-05-12,3.2222222222222223,0.0,347.32,2,4,4,At Risk
CUST-0739,196,8,2209.2,2023-03-23,2024-06-12,3.0,0.0,276.15,2,4,4,At Risk
CUST-0740,151,12,2595.42,2023-06-02,2024-07-27,4.333333333333333,0.0,216.28,3,5,4,Loyal Customers
CUST-0741,90,13,7507.33,2023-03-23,2024-09-26,3.0,0.07692307692307693,577.49,4,5,5,Champions
CUST-0742,213,8,4161.99,2023-04-22,2024-05-26,4.0,0.0,520.25,2,4,5,At Risk
CUST-0743,101,9,1378.82,2023-04-21,2024-09-15,3.2222222222222223,0.0,153.2,4,4,3,Champions
CUST-0744,126,6,4336.76,2023-05-27,2024-08-21,4.4,0.0,722.79,3,3,5,Loyal Customers
CUST-0745,83,6,1496.89,2023-05-01,2024-10-03,3.6666666666666665,0.16666666666666666,249.48,4,3,3,Loyal Customers
CUST-0746,135,10,3232.06,2024-01-09,2024-08-12,3.2,0.1,323.21,3,5,5,Loyal Customers
CUST-0747,192,7,2286.85,2023-03-17,2024-06-16,3.7142857142857144,0.0,326.69,2,4,4,At Risk
CUST-0748,54,10,6320.54,2023-04-27,2024-11-01,3.8,0.0,632.05,5,5,5,Champions
CUST-0749,29,17,8176.18,2023-05-11,2024-11-26,2.9411764705882355,0.058823529411764705,480.95,5,5,5,Champions
CUST-0750,240,4,821.6700000000001,2023-09-29,2024-04-29,3.5,0.0,205.42,2,2,2,Dormant
CUST-0751,99,9,2729.99,2023-03-04,2024-09-17,3.3333333333333335,0.0,303.33,4,4,4,Champions
CUST-0752,113,15,6518.23,2023-07-05,2024-09-03,3.4285714285714284,0.0,434.55,4,5,5,Champions
CUST-0753,190,8,1444.33,2023-09-13,2024-06-18,4.25,0.125,180.54,2,4,3,At Risk
CUST-0754,95,13,3555.13,2023-07-11,2024-09-21,3.4615384615384617,0.0,273.47,4,5,5,Champions
CUST-0755,163,16,3903.26,2023-04-05,2024-07-15,3.0625,0.0,243.95,3,5,5,Loyal Customers
CUST-0756,178,7,3151.8199999999997,2023-08-12,2024-06-30,4.0,0.0,450.26,2,4,4,At Risk
CUST-0757,79,9,3977.93,2023-10-12,2024-10-07,3.4444444444444446,0.1111111111111111,441.99,5,4,5,Champions
CUST-0758,134,11,3854.1,2023-04-06,2024-08-13,3.0,0.0,350.37,3,5,5,Loyal Customers
CUST-0759,154,8,3843.6499999999996,2023-03-06,2024-07-24,3.375,0.0,480.46,3,4,5,Loyal Customers
CUST-0760,30,9,2071.1800000000003,2023-05-28,2024-11-25,4.0,0.1111111111111111,230.13,5,4,4,Champions
CUST-0761,186,8,3015.2200000000003,2023-03-17,2024-06-22,3.125,0.0,376.9,2,4,4,At Risk
CUST-0762,147,9,4273.8099999999995,2023-05-16,2024-07-31,3.3333333333333335,0.0,474.87,3,4,5,Loyal Customers
CUST-0763,244,7,5685.04,2023-09-27,2024-04-25,3.7142857142857144,0.0,812.15,1,4,5,At Risk
CUST-0764,122,11,2828.11,2023-02-11,2024-08-25,2.888888888888889,0.0,257.1,4,5,4,Champions
CUST-0765,193,6,2305.04,2023-10-08,2024-06-15,4.5,0.3333333333333333,384.17,2,3,4,At Risk
CUST-0766,65,15,6929.32,2023-05-01,2024-10-21,2.933333333333333,0.0,461.95,5,5,5,Champions
CUST-0767,88,10,2903.5099999999998,2023-12-17,2024-09-28,3.5,0.0,290.35,4,5,4,Champions
CUST-0768,56,7,1633.72,2023-05-30,2024-10-30,3.7142857142857144,0.2857142857142857,233.39,5,4,3,Champions
CUST-0769,80,9,4183.66,2023-05-25,2024-10-06,3.0,0.1111111111111111,464.85,5,4,5,Champions
CUST-0770,141,8,4797.2699999999995,2023-06-28,2024-08-06,3.0,0.125,599.66,3,4,5,Loyal Customers
CUST-0771,45,11,2609.08,2023-04-21,2024-11-10,3.4545454545454546,0.09090909090909091,237.19,5,5,4,Champions
CUST-0772,87,9,3890.49,2023-09-20,2024-09-29,3.3333333333333335,0.0,432.28,4,4,5,Champions
CUST-0773,86,8,2571.39,2023-10-06,2024-09-30,3.75,0.0,321.42,4,4,4,Champions
CUST-0774,144,11,2585.86,2023-07-17,2024-08-03,3.727272727272727,0.0,235.08,3,5,4,Loyal Customers
CUST-0775,182,11,3061.54,2023-08-06,2024-06-26,3.3636363636363638,0.0,278.32,2,5,4,At Risk
CUST-0776,92,9,2951.44,2023-05-19,2024-09-24,4.111111111111111,0.0,327.94,4,4,4,Champions
CUST-0777,84,18,3843.64,2023-04-23,2024-10-02,3.5,0.05555555555555555,213.54,4,5,5,Champions
CUST-0778,77,10,3680.86,2023-07-03,2024-10-09,4.3,0.0,368.09,5,5,5,Champions
CUST-0779,181,11,3189.23,2023-04-09,2024-06-27,3.8181818181818183,0.0,289.93,2,5,4,At Risk
CUST-0780,120,15,6565.04,2023-02-15,2024-08-27,3.2857142857142856,0.0,437.67,4,5,5,Champions
CUST-0781,111,15,4419.63,2023-05-13,2024-09-05,3.642857142857143,0.13333333333333333,294.64,4,5,5,Champions
CUST-0782,72,13,4583.76,2023-06-14,2024-10-14,3.5384615384615383,0.07692307692307693,352.6,5,5,5,Champions
CUST-0783,61,12,2154.57,2023-02-14,2024-10-25,3.727272727272727,0.0,179.55,5,5,4,Champions
CUST-0784,16,8,2732.41,2023-10-28,2024-12-09,4.375,0.0,341.55,5,4,4,Champions
CUST-0785,214,9,2960.38,2023-05-14,2024-05-25,3.3333333333333335,0.0,328.93,2,4,4,At Risk
CUST-0786,103,7,2697.7,2023-10-24,2024-09-13,3.2857142857142856,0.14285714285714285,385.39,4,4,4,Champions
CUST-0787,120,11,3604.59,2023-07-19,2024-08-27,3.4,0.09090909090909091,327.69,4,5,5,Champions
CUST-0788,144,15,3494.46,2023-09-06,2024-08-03,3.3333333333333335,0.06666666666666667,232.96,3,5,5,Loyal Customers
CUST-0789,41,11,2878.46,2023-07-22,2024-11-14,3.4545454545454546,0.0,261.68,5,5,4,Champions
CUST-0790,138,7,2090.43,2023-12-25,2024-08-09,3.5714285714285716,0.2857142857142857,298.63,3,4,4,Loyal Customers
CUST-0791,89,13,5439.28,2023-03-29,2024-09-27,3.3076923076923075,0.07692307692307693,418.41,4,5,5,Champions
CUST-0792,110,12,3666.29,2023-05-22,2024-09-06,4.083333333333333,0.0,305.52,4,5,5,Champions
CUST-0793,91,10,3511.2599999999998,2023-07-09,2024-09-25,3.2,0.0,351.13,4,5,5,Champions
CUST-0794,238,9,3898.51,2023-09-04,2024-05-01,3.7142857142857144,0.1111111111111111,433.17,2,4,5,At Risk
CUST-0795,91,7,4388.879999999999,2023-06-27,2024-09-25,3.6666666666666665,0.0,626.98,4,4,5,Champions
CUST-0796,140,9,2726.06,2023-05-03,2024-08-07,2.7777777777777777,0.0,302.9,3,4,4,Loyal Customers
CUST-0797,98,12,4487.14,2023-11-11,2024-09-18,3.1818181818181817,0.08333333333333333,373.93,4,5,5,Champions
CUST-0798,163,9,3081.12,2023-03-18,2024-07-15,3.6666666666666665,0.1111111111111111,342.35,3,4,4,Loyal Customers
CUST-0799,184,10,3602.81,2023-06-05,2024-06-24,3.4,0.0,360.28,2,5,5,At Risk
CUST-0800,219,6,2857.73,2023-03-28,2024-05-20,3.6666666666666665,0.16666666666666666,476.29,2,3,4,At Risk
CUST-0801,181,5,2256.88,2023-09-09,2024-06-27,3.2,0.0,451.38,2,3,4,At Risk
CUST-0802,197,10,5683.43,2023-01-08,2024-06-11,3.8,0.0,568.34,2,5,5,At Risk
CUST-0803,68,13,4011.65,2023-01-28,2024-10-18,3.3846153846153846,0.0,308.59,5,5,5,Champions
CUST-0804,72,9,3277.0899999999997,2023-06-15,2024-10-14,3.3333333333333335,0.1111111111111111,364.12,5,4,5,Champions
CUST-0805,82,12,3903.99,2023-03-20,2024-10-04,3.5833333333333335,0.08333333333333333,325.33,4,5,5,Champions
CUST-0806,67,9,2883.77,2023-09-01,2024-10-19,4.0,0.0,320.42,5,4,4,Champions
CUST-0807,152,8,4978.11,2023-03-03,2024-07-26,3.0,0.125,622.26,3,4,5,Loyal Customers
CUST-0808,10,7,1875.4399999999998,2023-10-12,2024-12-15,3.4285714285714284,0.14285714285714285,267.92,5,4,3,Champions
CUST-0809,207,6,1817.03,2023-07-03,2024-06-01,3.1666666666666665,0.0,302.84,2,3,3,At Risk
CUST-0810,31,11,2623.02,2023-01-13,2024-11-24,4.363636363636363,0.0,238.46,5,5,4,Champions
CUST-0811,150,10,1668.94,2023-06-28,2024-07-28,4.1,0.0,166.89,3,5,3,Loyal Customers
CUST-0812,83,12,4735.54,2023-02-18,2024-10-03,3.5833333333333335,0.08333333333333333,394.63,4,5,5,Champions
CUST-0813,186,11,2038.77,2023-03-10,2024-06-22,3.4545454545454546,0.0,185.34,2,5,4,At Risk
CUST-0814,140,11,5349.6,2023-05-14,2024-08-07,4.363636363636363,0.09090909090909091,486.33,3,5,5,Loyal Customers
CUST-0815,130,13,3532.02,2023-06-05,2024-08-17,3.4615384615384617,0.0,271.69,3,5,5,Loyal Customers
CUST-0816,175,8,4834.68,2023-06-11,2024-07-03,3.0,0.125,604.34,3,4,5,Loyal Customers
CUST-0817,154,10,2970.43,2023-06-16,2024-07-24,3.1,0.0,297.04,3,5,4,Loyal Customers
CUST-0818,82,14,2516.8,2023-04-01,2024-10-04,3.769230769230769,0.0,179.77,4,5,4,Champions
CUST-0819,72,9,3492.16,2023-07-12,2024-10-14,3.2222222222222223,0.0,388.02,5,4,5,Champions
CUST-0820,61,13,4827.14,2023-02-04,2024-10-25,3.4615384615384617,0.0,371.32,5,5,5,Champions
CUST-0821,189,14,4348.18,2023-04-09,2024-06-19,3.2142857142857144,0.0,310.58,2,5,5,At Risk
CUST-0822,173,11,4037.53,2023-06-11,2024-07-05,3.4545454545454546,0.0,367.05,3,5,5,Loyal Customers
CUST-0823,100,6,1139.17,2023-08-01,2024-09-16,3.3333333333333335,0.0,189.86,4,3,2,Loyal Customers
CUST-0824,173,4,815.52,2023-12-21,2024-07-05,3.0,0.0,203.88,3,2,2,Potential Loyalists
CUST-0825,106,7,3554.84,2023-09-15,2024-09-10,3.5714285714285716,0.0,507.83,4,4,5,Champions
CUST-0826,18,11,3204.17,2023-05-06,2024-12-07,3.6363636363636362,0.0,291.29,5,5,5,Champions
CUST-0827,162,13,5283.57,2023-02-25,2024-07-16,3.8461538461538463,0.07692307692307693,406.43,3,5,5,Loyal Customers
CUST-0828,28,15,5240.59,2023-04-27,2024-11-27,4.266666666666667,0.06666666666666667,349.37,5,5,5,Champions
CUST-0829,164,5,2225.66,2023-09-08,2024-07-14,3.4,0.2,445.13,3,3,4,Loyal Customers
CUST-0830,150,9,2874.34,2023-06-22,2024-07-28,3.5555555555555554,0.0,319.37,3,4,4,Loyal Customers
CUST-0831,223,8,1167.39,2023-10-10,2024-05-16,3.5,0.125,145.92,2,4,2,At Risk
CUST-0832,200,15,4005.98,2023-09-27,2024-06-08,3.2,0.13333333333333333,267.07,2,5,5,At Risk
CUST-0833,34,11,3279.16,2023-05-30,2024-11-21,3.4545454545454546,0.09090909090909091,298.11,5,5,5,Champions
CUST-0834,41,12,7344.0,2023-10-17,2024-11-14,3.4166666666666665,0.0,612.0,5,5,5,Champions
CUST-0835,48,18,5775.72,2023-07-29,2024-11-07,3.4444444444444446,0.1111111111111111,320.87,5,5,5,Champions
CUST-0836,90,12,3306.3,2023-05-09,2024-09-26,4.0,0.0,275.53,4,5,5,Champions
CUST-0837,125,6,2253.65,2023-05-16,2024-08-22,4.166666666666667,0.0,375.61,4,3,4,Loyal Customers
CUST-0838,81,7,1147.14,2023-09-09,2024-10-05,5.285714285714286,0.14285714285714285,163.88,5,4,2,Champions
CUST-0839,146,9,4338.86,2023-04-19,2024-08-01,3.2222222222222223,0.1111111111111111,482.1,3,4,5,Loyal Customers
CUST-0840,204,10,3137.71,2023-06-30,2024-06-04,3.8,0.1,313.77,2,5,4,At Risk
CUST-0841,150,11,1827.44,2023-06-22,2024-07-28,2.727272727272727,0.0,166.13,3,5,3,Loyal Customers
CUST-0842,184,13,5080.91,2023-05-04,2024-06-24,2.9166666666666665,0.0,390.84,2,5,5,At Risk
CUST-0843,199,14,8189.86,2023-07-16,2024-06-09,4.071428571428571,0.0,584.99,2,5,5,At Risk
CUST-0844,211,6,938.17,2023-09-05,2024-05-28,4.666666666666667,0.0,156.36,2,3,2,At Risk
CUST-0845,115,14,6137.48,2023-05-13,2024-09-01,3.6923076923076925,0.0,438.39,4,5,5,Champions
CUST-0846,36,3,1024.98,2023-08-06,2024-11-19,4.333333333333333,0.0,341.66,5,2,2,Potential Loyalists
CUST-0847,112,11,3408.0099999999998,2023-07-25,2024-09-04,3.8181818181818183,0.0,309.82,4,5,5,Champions
CUST-0848,121,8,2776.14,2023-04-20,2024-08-26,3.75,0.0,347.02,4,4,4,Champions
CUST-0849,110,18,5929.38,2023-06-14,2024-09-06,3.7222222222222223,0.05555555555555555,329.41,4,5,5,Champions
CUST-0850,102,16,6331.93,2023-03-13,2024-09-14,3.375,0.0625,395.75,4,5,5,Champions
CUST-0851,95,9,2081.9,2023-04-24,2024-09-21,3.3333333333333335,0.0,231.32,4,4,4,Champions
CUST-0852,189,10,6736.379999999999,2023-06-17,2024-06-19,4.375,0.0,673.64,2,5,5,At Risk
CUST-0853,195,5,902.27,2023-04-29,2024-06-13,4.0,0.0,180.45,2,3,2,At Risk
CUST-0854,93,12,5159.34,2023-02-09,2024-09-23,3.5454545454545454,0.0,429.94,4,5,5,Champions
CUST-0855,122,12,3723.16,2023-05-23,2024-08-25,3.5,0.0,310.26,4,5,5,Champions
CUST-0856,260,7,2174.84,2023-07-11,2024-04-09,3.0,0.0,310.69,1,4,4,At Risk
CUST-0857,110,4,753.87,2023-08-14,2024-09-06,2.5,0.25,188.47,4,2,2,Potential Loyalists
CUST-0858,103,6,1643.0700000000002,2023-04-19,2024-09-13,2.8333333333333335,0.0,273.85,4,3,3,Loyal Customers
CUST-0859,140,10,4108.099999999999,2023-06-11,2024-08-07,3.6,0.0,410.81,3,5,5,Loyal Customers
CUST-0860,82,12,3745.89,2023-02-25,2024-10-04,3.3333333333333335,0.16666666666666666,312.16,4,5,5,Champions
CUST-0861,75,8,1239.8700000000001,2023-03-02,2024-10-11,3.375,0.125,154.98,5,4,3,Champions
CUST-0862,117,8,4495.54,2023-08-10,2024-08-30,3.25,0.0,561.94,4,4,5,Champions
CUST-0863,211,7,1080.08,2023-08-29,2024-05-28,2.6666666666666665,0.0,154.3,2,4,2,At Risk
CUST-0864,59,13,4758.32,2023-04-25,2024-10-27,3.3846153846153846,0.0,366.02,5,5,5,Champions
CUST-0865,58,9,1697.55,2023-10-15,2024-10-28,3.2222222222222223,0.0,188.62,5,4,3,Champions
CUST-0866,47,14,3225.73,2023-03-07,2024-11-08,3.2142857142857144,0.07142857142857142,230.41,5,5,5,Champions
CUST-0867,110,8,3153.8199999999997,2023-06-18,2024-09-06,3.625,0.0,394.23,4,4,4,Champions
CUST-0868,134,8,2749.62,2023-10-03,2024-08-13,3.875,0.0,343.7,3,4,4,Loyal Customers
CUST-0869,112,13,5848.51,2023-11-29,2024-09-04,3.4615384615384617,0.0,449.89,4,5,5,Champions
CUST-0870,159,13,5399.98,2023-04-18,2024-07-19,2.3076923076923075,0.07692307692307693,415.38,3,5,5,Loyal Customers
CUST-0871,84,13,4215.44,2023-10-04,2024-10-02,2.8461538461538463,0.0,324.26,4,5,5,Champions
CUST-0872,71,10,2011.71,2023-04-08,2024-10-15,3.3,0.0,201.17,5,5,4,Champions
CUST-0873,132,8,1865.8,2023-06-20,2024-08-15,3.375,0.0,233.22,3,4,3,Loyal Customers
CUST-0874,178,11,4421.47,2023-03-26,2024-06-30,4.3,0.0,401.95,2,5,5,At Risk
CUST-0875,92,5,1483.8999999999999,2024-01-06,2024-09-24,3.6,0.0,296.78,4,3,3,Loyal Customers
CUST-0876,72,7,1324.73,2023-10-16,2024-10-14,3.0,0.14285714285714285,189.25,5,4,3,Champions
CUST-0877,3,12,3024.29,2023-09-11,2024-12-22,3.0833333333333335,0.08333333333333333,252.02,5,5,4,Champions
CUST-0878,105,6,1302.1599999999999,2023-08-09,2024-09-11,4.0,0.0,217.03,4,4,3,Champions
CUST-0879,174,8,2267.79,2023-05-08,2024-07-04,3.625,0.0,283.47,3,4,4,Loyal Customers
CUST-0880,232,7,3745.64,2023-06-26,2024-05-07,4.285714285714286,0.0,535.09,2,4,5,At Risk
CUST-0881,1,11,3573.67,2023-05-21,2024-12-24,4.545454545454546,0.0,324.88,5,5,5,Champions
CUST-0882,42,11,3519.37,2023-08-18,2024-11-13,4.363636363636363,0.0,319.94,5,5,5,Champions
CUST-0883,188,10,1951.72,2023-05-24,2024-06-20,3.3,0.0,195.17,2,5,3,At Risk
CUST-0884,124,9,3264.31,2023-01-22,2024-08-23,4.333333333333333,0.0,362.7,4,4,5,Champions
CUST-0885,83,5,1480.42,2023-10-10,2024-10-03,3.4,0.0,296.08,4,3,3,Loyal Customers
CUST-0886,131,17,6143.389999999999,2023-05-29,2024-08-16,3.6470588235294117,0.0,361.38,3,5,5,Loyal Customers
CUST-0887,159,8,3052.7,2023-03-02,2024-07-19,4.0,0.125,381.59,3,4,4,Loyal Customers
CUST-0888,213,7,1545.33,2023-09-11,2024-05-26,3.857142857142857,0.0,220.76,2,4,3,At Risk
CUST-0889,98,9,3559.0499999999997,2023-02-03,2024-09-18,3.3333333333333335,0.0,395.45,4,4,5,Champions
CUST-0890,108,14,6186.78,2023-04-27,2024-09-08,3.142857142857143,0.0,441.91,4,5,5,Champions
CUST-0891,56,7,2805.5,2023-04-14,2024-10-30,4.857142857142857,0.0,400.79,5,4,4,Champions
CUST-0892,100,8,1450.44,2023-02-28,2024-09-16,2.5714285714285716,0.0,181.3,4,4,3,Champions
CUST-0893,272,5,1348.52,2023-07-18,2024-03-28,3.8,0.0,269.7,1,3,3,At Risk
CUST-0894,145,9,2636.4900000000002,2023-04-30,2024-08-02,3.2222222222222223,0.1111111111111111,292.94,3,4,4,Loyal Customers
CUST-0895,140,7,1211.44,2023-05-02,2024-08-07,3.3333333333333335,0.0,173.06,3,4,3,Loyal Customers
CUST-0896,78,14,4274.56,2023-04-15,2024-10-08,3.857142857142857,0.0,305.33,5,5,5,Champions
CUST-0897,181,11,3453.02,2023-01-06,2024-06-27,2.6363636363636362,0.0,313.91,2,5,5,At Risk
CUST-0898,122,13,5857.179999999999,2023-04-02,2024-08-25,3.4615384615384617,0.07692307692307693,450.55,4,5,5,Champions
CUST-0899,156,7,2250.4,2023-08-05,2024-07-22,4.0,0.0,321.49,3,4,4,Loyal Customers
CUST-0900,104,9,2248.84,2023-03-05,2024-09-12,2.888888888888889,0.0,249.87,4,4,4,Champions
CUST-0901,144,7,2638.71,2023-04-22,2024-08-03,3.857142857142857,0.14285714285714285,376.96,3,4,4,Loyal Customers
CUST-0902,198,8,3112.5299999999997,2023-03-04,2024-06-10,4.125,0.0,389.07,2,4,4,At Risk
CUST-0903,130,10,2038.32,2023-10-27,2024-08-17,4.777777777777778,0.1,203.83,3,5,4,Loyal Customers
CUST-0904,66,11,3653.91,2023-03-16,2024-10-20,3.1818181818181817,0.0,332.17,5,5,5,Champions
CUST-0905,122,8,2772.65,2023-04-16,2024-08-25,3.25,0.0,346.58,4,4,4,Champions
CUST-0906,82,8,1892.7199999999998,2023-09-18,2024-10-04,3.7142857142857144,0.0,236.59,4,4,3,Champions
CUST-0907,208,4,380.0,2023-04-04,2024-05-31,3.5,0.0,95.0,2,2,1,Dormant
CUST-0908,49,13,4335.07,2023-02-09,2024-11-06,4.0,0.0,333.47,5,5,5,Champions
CUST-0909,240,10,4029.08,2023-02-17,2024-04-29,4.0,0.1,402.91,2,5,5,At Risk
CUST-0910,144,7,2823.45,2023-08-06,2024-08-03,3.3333333333333335,0.0,403.35,3,4,4,Loyal Customers
CUST-0911,27,4,2377.65,2023-10-08,2024-11-28,3.0,0.0,594.41,5,2,4,Potential Loyalists
CUST-0912,77,9,2116.43,2023-04-30,2024-10-09,3.2222222222222223,0.1111111111111111,235.16,5,4,4,Champions
CUST-0913,82,9,3037.4799999999996,2023-03-06,2024-10-04,2.4444444444444446,0.0,337.5,4,4,4,Champions
CUST-0914,153,10,2523.7400000000002,2023-04-02,2024-07-25,4.222222222222222,0.0,252.37,3,5,4,Loyal Customers
CUST-0915,81,13,3732.98,2023-04-27,2024-10-05,3.1538461538461537,0.23076923076923078,287.15,5,5,5,Champions
CUST-0916,69,10,3788.0299999999997,2023-06-24,2024-10-17,3.4,0.0,378.8,5,5,5,Champions
CUST-0917,80,5,1876.06,2023-12-05,2024-10-06,4.6,0.0,375.21,5,3,3,Loyal Customers
CUST-0918,28,11,2671.84,2023-11-26,2024-11-27,2.8181818181818183,0.0,242.89,5,5,4,Champions
CUST-0919,170,10,4364.69,2023-04-15,2024-07-08,3.3,0.0,436.47,3,5,5,Loyal Customers
CUST-0920,53,10,3151.98,2023-06-10,2024-11-02,3.2,0.0,315.2,5,5,4,Champions
